id,product_id,sku,variant_key,localized_label,display_order,is_active,base_price,strike_price,cost_price,weight_grams,barcode,low_stock_threshold,created_at,updated_at
31,31,BADGES-023,default,{},0,true,49.60,57.04,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
32,32,BADGES-025,default,{},0,true,49.70,57.16,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
33,33,FRAMES-021,default,{},0,true,119.40,137.31,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
34,34,FRAMES-023,default,{},0,true,119.30,137.19,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
35,35,FRAMES-025,default,{},0,true,119.20,137.08,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
36,36,BALLOONS-024,default,{},0,true,17.20,19.78,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
37,37,BALLOONS-026,default,{},0,true,17.10,19.66,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
38,38,BALLOONS-028,default,{},0,true,17.00,19.55,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
39,39,BALLOONS-030,default,{},0,true,16.90,19.43,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
40,40,BALLOONS-032,default,{},0,true,16.80,19.32,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
41,41,BALLOONS-034,default,{},0,true,16.70,19.20,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
42,42,BALLOONS-036,default,{},0,true,16.60,19.09,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
43,43,BALLOONS-038,default,{},0,true,16.50,18.97,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
44,44,POSTERS-032,default,{},0,true,35.40,40.71,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
45,45,POSTERS-034,default,{},0,true,35.50,40.82,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
46,46,POSTERS-036,default,{},0,true,35.60,40.94,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
47,47,POSTERS-038,default,{},0,true,35.70,41.05,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
48,48,POSTERS-040,default,{},0,true,35.80,41.17,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
49,49,POSTERS-042,default,{},0,true,35.90,41.28,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
50,50,RAMADANL-038,default,{},0,true,107.60,123.74,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
51,51,RAMADANL-040,default,{},0,true,107.50,123.62,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
52,52,RAMADANL-042,default,{},0,true,107.40,123.51,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
53,53,RAMADANL-044,default,{},0,true,107.30,123.39,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
54,54,RAMADANL-046,default,{},0,true,107.20,123.28,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
55,55,RAMADANL-048,default,{},0,true,107.10,123.16,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
56,56,RAMADANL-050,default,{},0,true,107.00,123.05,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
57,57,RAMADANL-052,default,{},0,true,106.90,122.94,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
58,58,CERTIFIC-046,default,{},0,true,117.60,135.24,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
59,59,CERTIFIC-048,default,{},0,true,117.70,135.35,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
60,60,CERTIFIC-050,default,{},0,true,117.80,135.47,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
61,61,CERTIFIC-052,default,{},0,true,117.90,135.59,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
62,62,WATERBOT-050,default,{},0,true,21.10,24.27,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
63,63,WATERBOT-052,default,{},0,true,21.20,24.38,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
64,64,WATERBOT-054,default,{},0,true,21.30,24.49,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
65,65,WATERBOT-056,default,{},0,true,21.40,24.61,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
66,66,WATERBOT-058,default,{},0,true,21.50,24.72,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
67,67,WATERBOT-060,default,{},0,true,21.60,24.84,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
68,68,WATERBOT-062,default,{},0,true,21.70,24.95,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
69,69,WATERBOT-064,default,{},0,true,21.80,25.07,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
70,70,WATERBOT-066,default,{},0,true,21.90,25.18,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
71,71,WATERBOT-068,default,{},0,true,22.00,25.30,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
72,72,LUNCHBOX-060,default,{},0,true,99.30,114.19,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
73,73,LUNCHBOX-062,default,{},0,true,99.20,114.08,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
74,74,LUNCHBOX-064,default,{},0,true,99.10,113.96,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
75,75,LUNCHBOX-066,default,{},0,true,99.00,113.85,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
76,76,LUNCHBOX-068,default,{},0,true,98.90,113.73,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
77,77,LUNCHBOX-070,default,{},0,true,98.80,113.62,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
78,78,LUNCHBOX-072,default,{},0,true,98.70,113.50,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
79,79,LUNCHBOX-074,default,{},0,true,98.60,113.39,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
80,80,RULERS-068,default,{},0,true,66.50,76.47,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
81,81,RULERS-070,default,{},0,true,66.60,76.59,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
82,82,RULERS-072,default,{},0,true,66.70,76.70,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
83,83,RULERS-074,default,{},0,true,66.80,76.82,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
84,84,RULERS-076,default,{},0,true,66.90,76.94,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
85,85,RULERS-078,default,{},0,true,67.00,77.05,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
86,86,MATHSETS-074,default,{},0,true,62.60,71.99,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
87,87,MATHSETS-076,default,{},0,true,62.70,72.11,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
88,88,MATHSETS-078,default,{},0,true,62.80,72.22,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
89,89,MATHSETS-080,default,{},0,true,62.90,72.33,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
90,90,SETSQUAR-078,default,{},0,true,115.70,133.06,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
91,91,SETSQUAR-080,default,{},0,true,115.60,132.94,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
92,92,SETSQUAR-082,default,{},0,true,115.50,132.82,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
93,93,COMPASSE-081,default,{},0,true,60.80,69.92,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
94,94,COMPASSE-083,default,{},0,true,60.70,69.80,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
95,95,COMPASSE-085,default,{},0,true,60.60,69.69,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
96,96,PROTRACT-084,default,{},0,true,45.50,52.32,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
97,97,PROTRACT-086,default,{},0,true,45.40,52.21,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
98,98,PROTRACT-088,default,{},0,true,45.30,52.09,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
99,99,ERASERS-087,default,{},0,true,74.50,85.67,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
100,100,ERASERS-089,default,{},0,true,74.40,85.56,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
101,101,ERASERS-091,default,{},0,true,74.30,85.44,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
102,102,ERASERS-093,default,{},0,true,74.20,85.33,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
103,103,ERASERS-095,default,{},0,true,74.10,85.21,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
104,104,ERASERS-097,default,{},0,true,74.00,85.10,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
105,105,ERASERS-099,default,{},0,true,73.90,84.98,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
106,106,ERASERS-101,default,{},0,true,73.80,84.87,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
107,107,SHARPENE-095,default,{},0,true,110.10,126.61,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
108,108,SHARPENE-097,default,{},0,true,110.00,126.50,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
109,109,SHARPENE-099,default,{},0,true,109.90,126.38,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
110,110,SHARPENE-101,default,{},0,true,109.80,126.27,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
111,111,SHARPENE-103,default,{},0,true,109.70,126.15,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
112,112,SHARPENE-105,default,{},0,true,109.60,126.04,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
113,113,SHARPENE-107,default,{},0,true,109.50,125.92,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
114,114,SHARPENE-109,default,{},0,true,109.40,125.81,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
115,115,WHITEBOA-103,default,{},0,true,128.50,147.77,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
116,116,WHITEBOA-105,default,{},0,true,128.60,147.89,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
117,117,WHITEBOA-107,default,{},0,true,128.70,148.00,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
118,118,WHITEBOA-109,default,{},0,true,128.80,148.12,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
119,119,WHITEBOA-111,default,{},0,true,128.90,148.23,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
120,120,WHITEBOA-113,default,{},0,true,129.00,148.35,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
121,121,PERMANEN-109,default,{},0,true,127.00,146.05,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
122,122,PERMANEN-111,default,{},0,true,127.10,146.16,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
123,123,PERMANEN-113,default,{},0,true,127.20,146.28,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
124,124,HIGHLIGH-112,default,{},0,true,70.20,80.73,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
125,125,HIGHLIGH-114,default,{},0,true,70.30,80.84,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
126,126,HIGHLIGH-116,default,{},0,true,70.40,80.96,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
127,127,GELPENS-115,default,{},0,true,127.10,146.16,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
128,128,GELPENS-117,default,{},0,true,127.00,146.05,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
129,129,GELPENS-119,default,{},0,true,126.90,145.94,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
130,130,BALLPOIN-118,default,{},0,true,51.40,59.11,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
131,131,BALLPOIN-120,default,{},0,true,51.50,59.22,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
132,132,BALLPOIN-122,default,{},0,true,51.60,59.34,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
133,133,FOUNTAIN-121,default,{},0,true,87.70,100.85,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
134,134,FOUNTAIN-123,default,{},0,true,87.60,100.74,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
135,135,FOUNTAIN-125,default,{},0,true,87.50,100.62,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
136,136,MECHANIC-124,default,{},0,true,123.30,141.79,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
137,137,MECHANIC-126,default,{},0,true,123.40,141.91,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
138,138,MECHANIC-128,default,{},0,true,123.50,142.02,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
139,139,VEHICLES-127,default,{},0,true,132.10,151.91,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
140,140,VEHICLES-129,default,{},0,true,132.00,151.80,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
141,141,VEHICLES-131,default,{},0,true,131.90,151.69,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
142,142,VEHICLES-133,default,{},0,true,131.80,151.57,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
143,143,VEHICLES-135,default,{},0,true,131.70,151.45,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
144,144,VEHICLES-137,default,{},0,true,131.60,151.34,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
145,145,VEHICLES-139,default,{},0,true,131.50,151.22,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
146,146,VEHICLES-141,default,{},0,true,131.40,151.11,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
147,147,DOLLS-135,default,{},0,true,85.20,97.98,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
148,148,DOLLS-137,default,{},0,true,85.30,98.09,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
149,149,DOLLS-139,default,{},0,true,85.40,98.21,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
150,150,DOLLS-141,default,{},0,true,85.50,98.32,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
151,151,DOLLS-143,default,{},0,true,85.60,98.44,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
152,152,DOLLS-145,default,{},0,true,85.70,98.55,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
153,153,DOLLS-147,default,{},0,true,85.80,98.67,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
154,154,DOLLS-149,default,{},0,true,85.90,98.78,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
155,155,FOAMSHEE-143,default,{},0,true,131.60,151.34,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
156,156,FOAMSHEE-145,default,{},0,true,131.50,151.22,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
157,157,FOAMSHEE-147,default,{},0,true,131.40,151.11,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
158,158,FOAMSHEE-149,default,{},0,true,131.30,151.00,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
159,159,FOAMSHEE-151,default,{},0,true,131.20,150.88,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
160,160,FOAMSHEE-153,default,{},0,true,131.10,150.76,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
161,161,GLITTER-149,default,{},0,true,31.90,36.68,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
162,162,GLITTER-151,default,{},0,true,31.80,36.57,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
163,163,GLITTER-153,default,{},0,true,31.70,36.45,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
164,164,STICKERS-152,default,{},0,true,18.60,21.39,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
165,165,STICKERS-154,default,{},0,true,18.50,21.27,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
166,166,STICKERS-156,default,{},0,true,18.40,21.16,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
167,167,SCISSORS-155,default,{},0,true,33.90,38.98,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
168,168,SCISSORS-157,default,{},0,true,34.00,39.10,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
169,169,SCISSORS-159,default,{},0,true,34.10,39.21,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
170,170,SCISSORS-161,default,{},0,true,34.20,39.33,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
171,171,CUTTERS-159,default,{},0,true,110.00,126.50,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
172,172,CUTTERS-161,default,{},0,true,109.90,126.38,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
173,173,CUTTERS-163,default,{},0,true,109.80,126.27,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
174,174,CRAYONS-162,default,{},0,true,23.30,26.79,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
175,175,CRAYONS-164,default,{},0,true,23.40,26.91,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
176,176,CRAYONS-166,default,{},0,true,23.50,27.02,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
177,177,CRAYONS-168,default,{},0,true,23.60,27.14,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
178,178,OILPASTE-166,default,{},0,true,81.10,93.26,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
179,179,OILPASTE-168,default,{},0,true,81.20,93.38,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
180,180,OILPASTE-170,default,{},0,true,81.30,93.49,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
181,181,STAPLERS-169,default,{},0,true,93.40,107.41,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
182,182,STAPLERS-171,default,{},0,true,93.50,107.52,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
183,183,STAPLERS-173,default,{},0,true,93.60,107.64,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
184,184,STAPLERS-175,default,{},0,true,93.70,107.75,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
185,185,STAPLERS-177,default,{},0,true,93.80,107.87,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
186,186,STAPLERS-179,default,{},0,true,93.90,107.98,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
187,187,STAPLERS-181,default,{},0,true,94.00,108.10,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
188,188,STAPLERS-183,default,{},0,true,94.10,108.21,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
189,189,HOLEPUNC-177,default,{},0,true,63.50,73.02,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
190,190,HOLEPUNC-179,default,{},0,true,63.40,72.91,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
191,191,HOLEPUNC-181,default,{},0,true,63.30,72.79,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
192,192,HOLEPUNC-183,default,{},0,true,63.20,72.68,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
193,193,CLIPS-181,default,{},0,true,111.90,128.69,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
194,194,CLIPS-183,default,{},0,true,112.00,128.80,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
195,195,CLIPS-185,default,{},0,true,112.10,128.91,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
196,196,CLIPS-187,default,{},0,true,112.20,129.03,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
197,197,ENVELOPE-185,default,{},0,true,22.30,25.64,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
198,198,ENVELOPE-187,default,{},0,true,22.40,25.76,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
199,199,ENVELOPE-189,default,{},0,true,22.50,25.87,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
200,200,ENVELOPE-191,default,{},0,true,22.60,25.99,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
201,201,LABELS2-189,default,{},0,true,81.20,93.38,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
202,202,LABELS2-191,default,{},0,true,81.10,93.26,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
203,203,LABELS2-193,default,{},0,true,81.00,93.15,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
204,204,STANDS-192,default,{},0,true,127.30,146.39,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
205,205,STANDS-194,default,{},0,true,127.40,146.51,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
206,206,STANDS-196,default,{},0,true,127.50,146.63,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
207,207,STANDS-198,default,{},0,true,127.60,146.74,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
208,208,STANDS-200,default,{},0,true,127.70,146.85,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
209,209,STANDS-202,default,{},0,true,127.80,146.97,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
210,210,STANDS-204,default,{},0,true,127.90,147.09,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
211,211,STANDS-206,default,{},0,true,128.00,147.20,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
212,212,CABINETS-200,default,{},0,true,80.50,92.57,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
213,213,CABINETS-202,default,{},0,true,80.40,92.46,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
214,214,CABINETS-204,default,{},0,true,80.30,92.34,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
215,215,CABINETS-206,default,{},0,true,80.20,92.23,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
216,216,BLANKETS-204,default,{},0,true,19.20,22.08,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
217,217,BLANKETS-206,default,{},0,true,19.10,21.96,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
218,218,BLANKETS-208,default,{},0,true,19.00,21.85,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
219,219,BLANKETS-210,default,{},0,true,18.90,21.73,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
220,220,BUCKETS-208,default,{},0,true,29.30,33.70,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
221,221,BUCKETS-210,default,{},0,true,29.40,33.81,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
222,222,BUCKETS-212,default,{},0,true,29.50,33.92,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
