id,sku_prefix,localized_slug,localized_name,localized_description,localized_long_description,category_id,brand_id,media_set,is_active,rating,reviews_count,created_at,updated_at
127,GELPE,{},{},{},{},33,5,{},t,4.20,131,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
128,GELPE,{},{},{},{},33,7,{},t,4.10,132,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
129,GELPE,{},{},{},{},33,9,{},t,4.00,133,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
130,BALLP,{},{},{},{},34,8,{},t,4.90,58,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
131,BALLP,{},{},{},{},34,10,{},t,4.80,57,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
132,BALLP,{},{},{},{},34,2,{},t,4.70,56,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
133,FOUNT,{},{},{},{},35,1,{},t,3.80,131,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
134,FOUNT,{},{},{},{},35,3,{},t,4.90,132,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
135,FOUNT,{},{},{},{},35,5,{},t,4.80,133,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
136,MECHA,{},{},{},{},37,4,{},t,4.80,113,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
137,MECHA,{},{},{},{},37,6,{},t,4.70,114,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
138,MECHA,{},{},{},{},37,8,{},t,4.60,115,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
139,VEHIC,{},{},{},{},40,7,{},t,4.40,21,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
140,VEHIC,{},{},{},{},40,9,{},t,4.30,22,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
141,VEHIC,{},{},{},{},40,1,{},t,4.20,23,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
142,VEHIC,{},{},{},{},40,3,{},t,4.10,24,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
143,VEHIC,{},{},{},{},40,5,{},t,4.00,25,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
144,VEHIC,{},{},{},{},40,7,{},t,3.90,26,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
145,VEHIC,{},{},{},{},40,9,{},t,3.80,27,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
146,VEHIC,{},{},{},{},40,1,{},t,4.90,28,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
147,DOLLS,{},{},{},{},41,5,{},t,4.70,32,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
148,DOLLS,{},{},{},{},41,7,{},t,4.80,33,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
149,DOLLS,{},{},{},{},41,9,{},t,4.90,34,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
150,DOLLS,{},{},{},{},41,1,{},t,3.80,35,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
151,DOLLS,{},{},{},{},41,3,{},t,3.90,36,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
152,DOLLS,{},{},{},{},41,5,{},t,4.00,37,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
153,DOLLS,{},{},{},{},41,7,{},t,4.10,38,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
154,DOLLS,{},{},{},{},41,9,{},t,4.20,39,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
155,FOAMS,{},{},{},{},44,3,{},t,3.90,108,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
156,FOAMS,{},{},{},{},44,5,{},t,4.00,109,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
157,FOAMS,{},{},{},{},44,7,{},t,4.10,110,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
158,FOAMS,{},{},{},{},44,9,{},t,4.20,111,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
159,FOAMS,{},{},{},{},44,1,{},t,4.30,112,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
160,FOAMS,{},{},{},{},44,3,{},t,4.40,113,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
161,GLITT,{},{},{},{},45,9,{},t,4.80,161,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
162,GLITT,{},{},{},{},45,1,{},t,4.90,160,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
163,GLITT,{},{},{},{},45,3,{},t,3.80,159,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
164,STICK,{},{},{},{},46,2,{},t,4.90,16,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
165,STICK,{},{},{},{},46,4,{},t,4.80,17,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
166,STICK,{},{},{},{},46,6,{},t,4.70,18,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
167,SCISS,{},{},{},{},48,5,{},t,4.80,85,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
168,SCISS,{},{},{},{},48,7,{},t,4.90,84,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
169,SCISS,{},{},{},{},48,9,{},t,3.80,83,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
170,SCISS,{},{},{},{},48,1,{},t,3.90,82,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
171,CUTTE,{},{},{},{},49,9,{},t,4.10,104,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
172,CUTTE,{},{},{},{},49,1,{},t,4.00,105,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
173,CUTTE,{},{},{},{},49,3,{},t,3.90,106,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
174,CRAYO,{},{},{},{},51,2,{},t,4.40,101,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
175,CRAYO,{},{},{},{},51,4,{},t,4.30,102,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
176,CRAYO,{},{},{},{},51,6,{},t,4.20,103,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
177,CRAYO,{},{},{},{},51,8,{},t,4.10,104,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
178,OILPA,{},{},{},{},52,6,{},t,3.80,131,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
179,OILPA,{},{},{},{},52,8,{},t,4.90,130,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
180,OILPA,{},{},{},{},52,10,{},t,4.80,129,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
181,STAPL,{},{},{},{},55,9,{},t,4.30,30,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
182,STAPL,{},{},{},{},55,1,{},t,4.40,29,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
183,STAPL,{},{},{},{},55,3,{},t,4.50,28,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
184,STAPL,{},{},{},{},55,5,{},t,4.60,27,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
185,STAPL,{},{},{},{},55,7,{},t,4.70,26,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
186,STAPL,{},{},{},{},55,9,{},t,4.80,25,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
187,STAPL,{},{},{},{},55,1,{},t,4.90,24,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
188,STAPL,{},{},{},{},55,3,{},t,3.80,23,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
189,HOLEP,{},{},{},{},56,7,{},t,4.80,13,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
190,HOLEP,{},{},{},{},56,9,{},t,4.70,14,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
191,HOLEP,{},{},{},{},56,1,{},t,4.60,15,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
192,HOLEP,{},{},{},{},56,3,{},t,4.50,16,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
193,CLIPS,{},{},{},{},57,1,{},t,3.80,71,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
194,CLIPS,{},{},{},{},57,3,{},t,4.90,70,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
195,CLIPS,{},{},{},{},57,5,{},t,4.80,69,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
196,CLIPS,{},{},{},{},57,7,{},t,4.70,68,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
197,ENVEL,{},{},{},{},59,5,{},t,3.80,99,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
198,ENVEL,{},{},{},{},59,7,{},t,3.90,100,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
199,ENVEL,{},{},{},{},59,9,{},t,4.00,101,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
200,ENVEL,{},{},{},{},59,1,{},t,4.10,102,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
201,LABEL,{},{},{},{},61,9,{},t,3.90,140,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
202,LABEL,{},{},{},{},61,1,{},t,3.80,139,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
203,LABEL,{},{},{},{},61,3,{},t,4.90,138,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
204,STAND,{},{},{},{},64,2,{},t,4.20,27,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
205,STAND,{},{},{},{},64,4,{},t,4.10,26,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
206,STAND,{},{},{},{},64,6,{},t,4.00,25,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
207,STAND,{},{},{},{},64,8,{},t,3.90,24,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
208,STAND,{},{},{},{},64,10,{},t,3.80,23,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
209,STAND,{},{},{},{},64,2,{},t,4.90,22,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
210,STAND,{},{},{},{},64,4,{},t,4.80,21,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
211,STAND,{},{},{},{},64,6,{},t,4.70,20,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
212,CABIN,{},{},{},{},66,10,{},t,4.40,57,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
213,CABIN,{},{},{},{},66,2,{},t,4.30,58,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
214,CABIN,{},{},{},{},66,4,{},t,4.20,59,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
215,CABIN,{},{},{},{},66,6,{},t,4.10,60,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
216,BLANK,{},{},{},{},69,4,{},t,4.30,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
217,BLANK,{},{},{},{},69,6,{},t,4.20,11,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
218,BLANK,{},{},{},{},69,8,{},t,4.10,12,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
219,BLANK,{},{},{},{},69,10,{},t,4.00,13,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
220,BUCKE,{},{},{},{},70,8,{},t,4.40,161,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
221,BUCKE,{},{},{},{},70,10,{},t,4.30,162,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
222,BUCKE,{},{},{},{},70,2,{},t,4.20,163,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
223,RUGS-,{},{},{},{},71,1,{},t,4.00,117,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
224,RUGS-,{},{},{},{},71,3,{},t,4.10,118,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
225,RUGS-,{},{},{},{},71,5,{},t,4.20,119,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
226,CUPS-,{},{},{},{},73,4,{},t,4.20,79,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
227,CUPS-,{},{},{},{},73,6,{},t,4.10,78,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
228,CUPS-,{},{},{},{},73,8,{},t,4.00,77,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
229,CUPS-,{},{},{},{},73,10,{},t,3.90,76,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
230,MUGS-,{},{},{},{},74,8,{},t,4.10,108,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
231,MUGS-,{},{},{},{},74,10,{},t,4.20,107,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
232,MUGS-,{},{},{},{},74,2,{},t,4.30,106,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
233,MUGS-,{},{},{},{},74,4,{},t,4.40,105,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
234,PLATE,{},{},{},{},76,2,{},t,4.20,55,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
235,PLATE,{},{},{},{},76,4,{},t,4.30,54,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
236,PLATE,{},{},{},{},76,6,{},t,4.40,53,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
237,PLATE,{},{},{},{},76,8,{},t,4.50,52,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
238,HOLDE,{},{},{},{},79,6,{},t,3.80,71,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
